feature,gain
16,2382.357421875
5,1741.2532958984375
25,1700.9412841796875
10,1344.2657470703125
26,1117.7830810546875
8,1071.992431640625
12,959.751708984375
22,562.521484375
9,467.0252380371094
1,336.5106506347656
6,307.2677307128906
14,263.8192138671875
18,202.30372619628906
19,197.37681579589844
23,193.62767028808594
2,180.5104217529297
3,178.09600830078125
21,175.6753387451172
4,153.07859802246094
13,136.7028045654297
11,88.40849304199219
