feature,gain
7,886.5277099609375
9,539.714111328125
4,463.4706115722656
23,402.173095703125
10,381.0967102050781
19,265.4627990722656
18,138.18125915527344
13,123.0953140258789
1,113.76934814453125
3,109.06926727294922
8,108.58419799804688
14,104.53755187988281
16,102.97811126708984
28,86.44137573242188
17,84.99309539794922
15,76.6510009765625
30,70.02007293701172
12,68.09144592285156
5,62.62239074707031
11,57.947509765625
0,56.273834228515625
26,53.65340805053711
22,50.40279006958008
29,46.206905364990234
24,45.36857986450195
25,41.16388702392578
21,40.949012756347656
27,40.181068420410156
6,37.61246871948242
20,34.129573822021484
2,32.678585052490234
