feature,gain
17,921.6873779296875
7,820.4508666992188
9,434.8221740722656
10,324.1665344238281
4,231.79458618164062
24,203.14625549316406
20,182.416748046875
29,130.7737274169922
1,101.36474609375
31,96.4427719116211
16,94.90873718261719
19,90.687255859375
3,89.275634765625
13,82.7764663696289
0,79.74727630615234
8,77.04576873779297
15,59.02524185180664
30,56.717559814453125
14,53.4091911315918
12,51.13270568847656
18,50.81947326660156
23,48.36183166503906
27,47.787471771240234
5,46.90509796142578
21,41.141639709472656
11,40.847599029541016
2,37.77735137939453
26,36.42477798461914
28,36.171775817871094
25,30.860675811767578
22,28.1118221282959
6,24.800182342529297
