max_depth,min_child_weight,best_iteration,train_auc,val_auc,auc_gap,ks_sig_D,ks_sig_p,ks_bkg_D,ks_bkg_p
4,30,1475,0.840888292787174,0.8032857796344475,0.03760251315272656,0.019922193194368026,8.509162496504789e-07,0.02839999999999998,1.2073835634498533e-11
4,10,1252,0.8387884890520048,0.8032175089355406,0.0355709801164642,0.01828735430421599,8.555994867250446e-06,0.025724999999999998,1.2456012284737993e-09
3,30,1493,0.8200095816642277,0.8015295252485539,0.01848005641567374,0.009383473921931201,0.07695696369657867,0.014024999999999954,0.00365810116632551
