feature,gain
16,2385.8310546875
14,1852.826171875
9,1484.89892578125
7,1144.0340576171875
25,1086.0711669921875
11,723.7969360351562
22,503.57427978515625
8,477.0750427246094
1,381.80401611328125
5,305.31732177734375
23,279.9229736328125
18,188.04869079589844
21,179.46490478515625
2,155.9202880859375
19,154.45533752441406
4,133.1761932373047
12,130.8724822998047
10,106.08939361572266
