feature,gain
4,803.0712280273438
9,499.20751953125
10,448.81195068359375
8,233.63436889648438
23,233.37020874023438
7,227.78781127929688
19,192.36318969726562
1,163.9935302734375
5,136.64378356933594
13,117.18805694580078
17,116.67261505126953
15,113.24677276611328
14,103.13660430908203
30,100.65092468261719
18,97.54304504394531
16,95.32343292236328
28,90.35411071777344
11,84.97962188720703
26,80.61312103271484
3,72.90702819824219
27,67.88926696777344
0,64.52169036865234
24,56.9302864074707
12,56.3404541015625
22,55.354949951171875
25,46.961891174316406
29,44.212581634521484
20,43.270320892333984
21,38.73789978027344
2,33.80717849731445
6,28.63010025024414
