feature,gain
7,1360.6102294921875
9,445.656494140625
10,204.12937927246094
19,163.92408752441406
30,153.5258331298828
23,153.3966522216797
4,138.28810119628906
28,105.3165512084961
16,101.79017639160156
8,94.8768081665039
13,92.95397186279297
0,91.53302764892578
29,88.15643310546875
1,84.26319885253906
15,76.57994079589844
3,71.39341735839844
18,66.76290130615234
11,60.21624755859375
22,59.01664352416992
17,56.03186798095703
12,48.16481399536133
14,47.05242919921875
24,44.683956146240234
27,44.35783767700195
20,43.4290885925293
26,40.50572204589844
2,38.803916931152344
21,38.76567459106445
6,33.96910095214844
5,30.653961181640625
25,25.23363494873047
