feature,gain
17,2818.205810546875
15,1812.6334228515625
10,1513.2520751953125
8,1082.50732421875
5,725.6251220703125
12,661.879638671875
23,544.1898803710938
27,509.8957214355469
9,484.5532531738281
6,345.5799560546875
1,339.7058410644531
24,323.4234924316406
0,261.8905029296875
26,212.05532836914062
19,209.4429168701172
22,183.13397216796875
20,182.2928466796875
13,147.81863403320312
2,123.51988220214844
29,43.727691650390625
25,31.199859619140625
7,29.55113983154297
