feature,gain
8,2154.51953125
9,1263.9166259765625
18,1129.154541015625
19,868.718017578125
6,792.4547729492188
15,560.9381713867188
1,419.194091796875
4,324.5746765136719
11,252.3905792236328
2,215.3345947265625
21,177.1919708251953
16,160.6807098388672
12,136.99290466308594
0,73.91522216796875
7,62.795440673828125
10,59.87178039550781
