feature,gain
4,1626.011474609375
9,1162.7530517578125
10,997.6967163085938
7,708.73486328125
16,498.1275634765625
8,450.106201171875
1,398.32135009765625
5,371.4934997558594
17,276.4797668457031
3,255.65802001953125
20,224.8910369873047
15,224.03799438476562
12,207.91513061523438
13,167.81736755371094
2,164.83543395996094
18,29.379592895507812
