feature,gain
4,1112.5413818359375
10,440.73699951171875
8,224.27000427246094
9,224.06158447265625
26,181.89990234375
7,163.0034637451172
0,133.10308837890625
23,127.03518676757812
1,122.70501708984375
15,116.84954071044922
14,116.38956451416016
13,114.21281433105469
3,109.1093521118164
16,103.12330627441406
12,88.13710021972656
28,78.79678344726562
18,74.57423400878906
30,72.6922378540039
25,71.29210662841797
11,68.68561553955078
22,65.8170166015625
27,65.81465911865234
5,60.35575485229492
20,58.52906036376953
19,57.721988677978516
17,52.95716094970703
24,51.147125244140625
21,45.689178466796875
2,38.31801223754883
29,34.21977233886719
6,29.854745864868164
